Reporting org,Reporting org type,Provider org,Receiver org,Humanitarian?,Strict?,Transaction type,Transaction direction,Total money
Deutschland - Auswärtiges Amt,10,,Organisme Public de Coopération Intercommunale – Tambazotra ho an’ny Fampandrosoana Ifotony » OPCI – TFI Soamiray,0,1,commitments,outgoing,10968
Deutschland - Auswärtiges Amt,10,,Organisme Public de Coopération Intercommunale – Tambazotra ho an’ny Fampandrosoana Ifotony » OPCI – TFI Soamiray,0,1,spending,outgoing,10987
Deutschland - Auswärtiges Amt,10,,Organización de Mujeres Aymaras del Kollasuyo – OMAK,0,1,commitments,outgoing,10838
Deutschland - Auswärtiges Amt,10,,Organización de Mujeres Aymaras del Kollasuyo – OMAK,0,1,spending,outgoing,10876
Deutschland - Auswärtiges Amt,10,,Other public entities in recipient country,0,0,commitments,outgoing,235500
Deutschland - Auswärtiges Amt,10,,Other public entities in recipient country,0,0,spending,outgoing,236920
Deutschland - Auswärtiges Amt,10,,Other public entities in recipient country,0,1,commitments,outgoing,55011
Deutschland - Auswärtiges Amt,10,,Other public entities in recipient country,0,1,spending,outgoing,55268
Deutschland - Auswärtiges Amt,10,,Pastoral Social Caritas Beni,0,1,commitments,outgoing,10086
Deutschland - Auswärtiges Amt,10,,Pastoral Social Caritas Beni,0,1,spending,outgoing,10641
Deutschland - Auswärtiges Amt,10,,People in Need,0,1,commitments,outgoing,71010
Deutschland - Auswärtiges Amt,10,,People in Need,0,1,spending,outgoing,72501
Deutschland - Auswärtiges Amt,10,,People in Need (PiN),0,1,commitments,outgoing,49907
Deutschland - Auswärtiges Amt,10,,People in Need (PiN),0,1,spending,outgoing,49472
Deutschland - Auswärtiges Amt,10,,People’s Action for Free and Fair Elections (PAFFREL),0,0,commitments,outgoing,10622
Deutschland - Auswärtiges Amt,10,,People’s Action for Free and Fair Elections (PAFFREL),0,0,spending,outgoing,10565
Deutschland - Auswärtiges Amt,10,,Petites Soeurs des Pauvres,0,1,commitments,outgoing,6939
Deutschland - Auswärtiges Amt,10,,Petites Soeurs des Pauvres,0,1,spending,outgoing,7464
Deutschland - Auswärtiges Amt,10,,Plan International Deutschland e.V.,1,1,commitments,outgoing,5824576
Deutschland - Auswärtiges Amt,10,,Plan International Deutschland e.V.,1,1,spending,outgoing,5935987
Deutschland - Auswärtiges Amt,10,,Platform for Children,0,0,commitments,outgoing,2351
Deutschland - Auswärtiges Amt,10,,Platform for Children,0,0,spending,outgoing,2332
Deutschland - Auswärtiges Amt,10,,RONGITO,0,1,commitments,outgoing,46364
Deutschland - Auswärtiges Amt,10,,RONGITO,0,1,spending,outgoing,47334
Deutschland - Auswärtiges Amt,10,,Raintree Foundation,0,0,commitments,outgoing,1028
Deutschland - Auswärtiges Amt,10,,Raintree Foundation,0,0,spending,outgoing,1028
Deutschland - Auswärtiges Amt,10,,Recipient Government,0,1,commitments,outgoing,58755
Deutschland - Auswärtiges Amt,10,,Recipient Government,0,1,spending,outgoing,59220
Deutschland - Auswärtiges Amt,10,,RedAid Nigeria,0,0,commitments,outgoing,7915
Deutschland - Auswärtiges Amt,10,,RedAid Nigeria,0,0,spending,outgoing,8011
Deutschland - Auswärtiges Amt,10,,Regional Youth Cooperation Office RYCO,0,0,commitments,outgoing,319783
Deutschland - Auswärtiges Amt,10,,Regional Youth Cooperation Office RYCO,0,0,spending,outgoing,349971
Deutschland - Auswärtiges Amt,10,,Rizq,0,1,commitments,outgoing,27914
Deutschland - Auswärtiges Amt,10,,Rizq,0,1,spending,outgoing,28401
Deutschland - Auswärtiges Amt,10,,Rotary club of Gerege,0,1,commitments,outgoing,13599
Deutschland - Auswärtiges Amt,10,,Rotary club of Gerege,0,1,spending,outgoing,13723
Deutschland - Auswärtiges Amt,10,,Rumphi Residents Association,0,0,commitments,outgoing,92191
Deutschland - Auswärtiges Amt,10,,Rumphi Residents Association,0,0,spending,outgoing,97679
Deutschland - Auswärtiges Amt,10,,SEPAMOS,0,0,commitments,outgoing,10982
Deutschland - Auswärtiges Amt,10,,SEPAMOS,0,0,spending,outgoing,11596
Deutschland - Auswärtiges Amt,10,,Save the Children - donor country office,1,1,commitments,outgoing,75209
Deutschland - Auswärtiges Amt,10,,Save the Children - donor country office,1,1,spending,outgoing,74981
Deutschland - Auswärtiges Amt,10,,Save the Children Deutschlan e.v.,1,1,commitments,outgoing,2937500
Deutschland - Auswärtiges Amt,10,,Save the Children Deutschlan e.v.,1,1,spending,outgoing,2973660
Deutschland - Auswärtiges Amt,10,,Save the Children Deutschland e.V.,1,1,commitments,outgoing,4072998
Deutschland - Auswärtiges Amt,10,,Save the Children Deutschland e.V.,1,1,spending,outgoing,2351648
Deutschland - Auswärtiges Amt,10,,Save the Children e.V.,1,1,commitments,outgoing,1158700
Deutschland - Auswärtiges Amt,10,,Save the Children e.V.,1,1,spending,outgoing,1198575
Deutschland - Auswärtiges Amt,10,,Save the Children-Deutschland,1,1,commitments,outgoing,3497825
Deutschland - Auswärtiges Amt,10,,Save the Children-Deutschland,1,1,spending,outgoing,3510124
Deutschland - Auswärtiges Amt,10,,Schulleitung der Schule in Owrutsch,1,1,commitments,outgoing,7417
Deutschland - Auswärtiges Amt,10,,Schulleitung der Schule in Owrutsch,1,1,spending,outgoing,7530
Deutschland - Auswärtiges Amt,10,,Sister Namibia,0,1,commitments,outgoing,20530
Deutschland - Auswärtiges Amt,10,,Sister Namibia,0,1,spending,outgoing,21659
Deutschland - Auswärtiges Amt,10,,"Spezieller Ausbildungs-und Erziehungskomplex für Kinder und Jugendliche in Ulaanbaatar, Mongolei",0,1,commitments,outgoing,48566
Deutschland - Auswärtiges Amt,10,,"Spezieller Ausbildungs-und Erziehungskomplex für Kinder und Jugendliche in Ulaanbaatar, Mongolei",0,1,spending,outgoing,48351
Deutschland - Auswärtiges Amt,10,,St. joseph Kitambyama PS,0,0,commitments,outgoing,8179
Deutschland - Auswärtiges Amt,10,,St. joseph Kitambyama PS,0,0,spending,outgoing,8299
Deutschland - Auswärtiges Amt,10,,Stadtkommune Ambohidratrimo,0,1,commitments,outgoing,10727
Deutschland - Auswärtiges Amt,10,,Stadtkommune Ambohidratrimo,0,1,spending,outgoing,10745
Deutschland - Auswärtiges Amt,10,,Stadtkrankenhaus des Stadtrates Malyn,0,1,commitments,outgoing,6387
Deutschland - Auswärtiges Amt,10,,Stadtkrankenhaus des Stadtrates Malyn,0,1,spending,outgoing,6465
Deutschland - Auswärtiges Amt,10,,Stadtrat Owrutsch,0,1,commitments,outgoing,6948
Deutschland - Auswärtiges Amt,10,,Stadtrat Owrutsch,0,1,spending,outgoing,7033
Deutschland - Auswärtiges Amt,10,,Stiftung “Wohltätigkeitszentrum Haus der Hoffnung”,0,1,commitments,outgoing,3012
Deutschland - Auswärtiges Amt,10,,Stiftung “Wohltätigkeitszentrum Haus der Hoffnung”,0,1,spending,outgoing,3040
Deutschland - Auswärtiges Amt,10,,Streha Center,0,1,commitments,outgoing,7382
Deutschland - Auswärtiges Amt,10,,Streha Center,0,1,spending,outgoing,7407
Deutschland - Auswärtiges Amt,10,,TTranscultural Psychosocial Organization (TPO),0,1,commitments,outgoing,11216
Deutschland - Auswärtiges Amt,10,,TTranscultural Psychosocial Organization (TPO),0,1,spending,outgoing,11406
Deutschland - Auswärtiges Amt,10,,Taste of Malawi,0,1,commitments,outgoing,11279
Deutschland - Auswärtiges Amt,10,,Taste of Malawi,0,1,spending,outgoing,11384
Deutschland - Auswärtiges Amt,10,,The Water Trust,0,0,commitments,outgoing,22449
Deutschland - Auswärtiges Amt,10,,The Water Trust,0,0,spending,outgoing,22521
Deutschland - Auswärtiges Amt,10,,There is Hope,0,1,commitments,outgoing,10759
Deutschland - Auswärtiges Amt,10,,There is Hope,0,1,spending,outgoing,10859
Deutschland - Auswärtiges Amt,10,,Thomson Media gGmbH,0,1,commitments,outgoing,21661
Deutschland - Auswärtiges Amt,10,,Thomson Media gGmbH,0,1,spending,outgoing,22027
Deutschland - Auswärtiges Amt,10,,UNOCT,0,1,commitments,outgoing,132490
Deutschland - Auswärtiges Amt,10,,UNOCT,0,1,spending,outgoing,137289
Deutschland - Auswärtiges Amt,10,,United Nations Children’s Fund,1,1,commitments,outgoing,22430000
Deutschland - Auswärtiges Amt,10,,United Nations Children’s Fund,1,1,spending,outgoing,22812000
Deutschland - Auswärtiges Amt,10,,United Nations Development Programme,0,0,commitments,outgoing,164830
Deutschland - Auswärtiges Amt,10,,United Nations Development Programme,0,0,spending,outgoing,171717
Deutschland - Auswärtiges Amt,10,,United Nations Development Programme,0,1,commitments,outgoing,5485500
Deutschland - Auswärtiges Amt,10,,United Nations Development Programme,0,1,spending,outgoing,5454500
Deutschland - Auswärtiges Amt,10,,United Nations Development Programme,1,1,commitments,outgoing,19992600
Deutschland - Auswärtiges Amt,10,,United Nations Development Programme,1,1,spending,outgoing,20523050
Deutschland - Auswärtiges Amt,10,,United Nations High Commissioner for Human Rights (extrabudgetary contributions only),0,0,commitments,outgoing,470000
Deutschland - Auswärtiges Amt,10,,United Nations High Commissioner for Human Rights (extrabudgetary contributions only),0,0,spending,outgoing,473320
Deutschland - Auswärtiges Amt,10,,United Nations Office for Project Services,0,1,commitments,outgoing,154034
Deutschland - Auswärtiges Amt,10,,United Nations Office for Project Services,0,1,spending,outgoing,158428
Deutschland - Auswärtiges Amt,10,,United Nations Office of Co-ordination of Humanitarian Affairs,1,1,commitments,outgoing,47265400
Deutschland - Auswärtiges Amt,10,,United Nations Office of Co-ordination of Humanitarian Affairs,1,1,spending,outgoing,48639600
Deutschland - Auswärtiges Amt,10,,United Nations Office of the United Nations High Commissioner for Refugees,1,1,commitments,outgoing,61715500
Deutschland - Auswärtiges Amt,10,,United Nations Office of the United Nations High Commissioner for Refugees,1,1,spending,outgoing,63587000
Deutschland - Auswärtiges Amt,10,,United Nations Relief and Works Agency for Palestine Refugees in the Near East,1,1,commitments,outgoing,28480000
Deutschland - Auswärtiges Amt,10,,United Nations Relief and Works Agency for Palestine Refugees in the Near East,1,1,spending,outgoing,28619000
Deutschland - Auswärtiges Amt,10,,Urbis Foundation Togo,0,1,commitments,outgoing,64767
Deutschland - Auswärtiges Amt,10,,Urbis Foundation Togo,0,1,spending,outgoing,65631
Deutschland - Auswärtiges Amt,10,,Vamos Juntos,0,0,commitments,outgoing,10491
Deutschland - Auswärtiges Amt,10,,Vamos Juntos,0,0,spending,outgoing,10472
Deutschland - Auswärtiges Amt,10,,Village Pilote,0,1,commitments,outgoing,27782
Deutschland - Auswärtiges Amt,10,,Village Pilote,0,1,spending,outgoing,27782
Deutschland - Auswärtiges Amt,10,,Vish këpucët e mia (VKM),0,0,commitments,outgoing,19853
Deutschland - Auswärtiges Amt,10,,Vish këpucët e mia (VKM),0,0,spending,outgoing,20489
Deutschland - Auswärtiges Amt,10,,Vish këpucët e mia (VKM),0,1,commitments,outgoing,6713
Deutschland - Auswärtiges Amt,10,,Vish këpucët e mia (VKM),0,1,spending,outgoing,6606
Deutschland - Auswärtiges Amt,10,,Vorschuleinrichtung Nr. 1 des Stadtrats von Owrutsch,1,1,commitments,outgoing,6667
Deutschland - Auswärtiges Amt,10,,Vorschuleinrichtung Nr. 1 des Stadtrats von Owrutsch,1,1,spending,outgoing,6749
Deutschland - Auswärtiges Amt,10,,We Love Yangon,0,1,commitments,outgoing,117170
Deutschland - Auswärtiges Amt,10,,We Love Yangon,0,1,spending,outgoing,118440
Deutschland - Auswärtiges Amt,10,,Women Work & Health Initiative,0,1,commitments,outgoing,50782
Deutschland - Auswärtiges Amt,10,,Women Work & Health Initiative,0,1,spending,outgoing,51337
Deutschland - Auswärtiges Amt,10,,Women's Safe House/Sigurna Zenska Kuca,0,1,commitments,outgoing,4748
Deutschland - Auswärtiges Amt,10,,Women's Safe House/Sigurna Zenska Kuca,0,1,spending,outgoing,4863
Deutschland - Auswärtiges Amt,10,,Women’s Missionary Society (WMS),1,1,commitments,outgoing,1692
Deutschland - Auswärtiges Amt,10,,Women’s Missionary Society (WMS),1,1,spending,outgoing,1694
Deutschland - Auswärtiges Amt,10,,World Food Programme,1,1,commitments,outgoing,80831800
Deutschland - Auswärtiges Amt,10,,World Food Programme,1,1,spending,outgoing,83593600
Deutschland - Auswärtiges Amt,10,,World Health Organisation - assessed contributions,1,1,commitments,outgoing,2813250
Deutschland - Auswärtiges Amt,10,,World Health Organisation - assessed contributions,1,1,spending,outgoing,2961500
Deutschland - Auswärtiges Amt,10,,World Health Organisation - core voluntary contributions account,1,1,commitments,outgoing,47032800
Deutschland - Auswärtiges Amt,10,,World Health Organisation - core voluntary contributions account,1,1,spending,outgoing,48685800
Deutschland - Auswärtiges Amt,10,,Yachay Chhalaku (Intercambio de Saberes),0,1,commitments,outgoing,9900
Deutschland - Auswärtiges Amt,10,,Yachay Chhalaku (Intercambio de Saberes),0,1,spending,outgoing,9996
Deutschland - Auswärtiges Amt,10,,Yarap Charity Association,0,1,commitments,outgoing,5157
Deutschland - Auswärtiges Amt,10,,Yarap Charity Association,0,1,spending,outgoing,5145
Deutschland - Auswärtiges Amt,10,,"Zentrum ""Licht der Hoffnung""",0,0,commitments,outgoing,7797
Deutschland - Auswärtiges Amt,10,,"Zentrum ""Licht der Hoffnung""",0,0,spending,outgoing,7854
Deutschland - Auswärtiges Amt,10,,Zentrum für angewandte Kulturwissenschaft und Studium Generale - ZAK,0,0,commitments,outgoing,17615
Deutschland - Auswärtiges Amt,10,,Zentrum für angewandte Kulturwissenschaft und Studium Generale - ZAK,0,0,spending,outgoing,17725
Deutschland - Auswärtiges Amt,10,,Zentrum für rechtliche Aufklärung und Rehabilitationsmaßnahmen (unterstellt dem Justizministerium),0,1,commitments,outgoing,1355
Deutschland - Auswärtiges Amt,10,,Zentrum für rechtliche Aufklärung und Rehabilitationsmaßnahmen (unterstellt dem Justizministerium),0,1,spending,outgoing,1372
Deutschland - Auswärtiges Amt,10,,Zinvori mayr NGO,0,1,commitments,outgoing,4271
Deutschland - Auswärtiges Amt,10,,Zinvori mayr NGO,0,1,spending,outgoing,4449
Deutschland - Auswärtiges Amt,10,,l'Association Scout without borders,0,0,commitments,outgoing,27467
Deutschland - Auswärtiges Amt,10,,l'Association Scout without borders,0,0,spending,outgoing,27544
Deutschland - Auswärtiges Amt,10,,Ärzte der Welt e.V.,1,1,commitments,outgoing,687232
Deutschland - Auswärtiges Amt,10,,Ärzte der Welt e.V.,1,1,spending,outgoing,1602883
Direction-Générale Coopération au Développement et Aide humanitaire,10,,BIO - Belgian Investment Company for Developing Countries - BIO,0,1,spending,outgoing,36806844
Direction-Générale Coopération au Développement et Aide humanitaire,10,,Coalition for Epidemic Preparedness Innovations (CEPI,0,1,spending,outgoing,5432000
Direction-Générale Coopération au Développement et Aide humanitaire,10,,Commitment,0,0,commitments,outgoing,3490742
Direction-Générale Coopération au Développement et Aide humanitaire,10,,Commitment,0,0,spending,outgoing,2384850
Direction-Générale Coopération au Développement et Aide humanitaire,10,,Commitment,0,1,commitments,outgoing,43477660
Direction-Générale Coopération au Développement et Aide humanitaire,10,,Commitment,0,1,spending,outgoing,1223000
Direction-Générale Coopération au Développement et Aide humanitaire,10,,Commitment,1,0,commitments,outgoing,536670
Direction-Générale Coopération au Développement et Aide humanitaire,10,,Commitment,1,1,commitments,outgoing,11271500
Direction-Générale Coopération au Développement et Aide humanitaire,10,,Commitment,1,1,spending,outgoing,5626500
Direction-Générale Coopération au Développement et Aide humanitaire,10,,Enabel - the Belgian development agency,0,0,spending,outgoing,5966327
Direction-Générale Coopération au Développement et Aide humanitaire,10,,FAO/Food and Agriculture Organization,1,1,commitments,outgoing,2930750
Direction-Générale Coopération au Développement et Aide humanitaire,10,,FAO/Food and Agriculture Organization,1,1,spending,outgoing,2956000
Direction-Générale Coopération au Développement et Aide humanitaire,10,,General / not specified ***,0,0,spending,outgoing,1134874
Direction-Générale Coopération au Développement et Aide humanitaire,10,,ILO - International Labour Organization,0,1,commitments,outgoing,4729600
Direction-Générale Coopération au Développement et Aide humanitaire,10,,ILO - International Labour Organization,0,1,spending,outgoing,2351000
Direction-Générale Coopération au Développement et Aide humanitaire,10,,Integrated Regional Information Networks (IRIN),1,0,spending,outgoing,178455
Direction-Générale Coopération au Développement et Aide humanitaire,10,,International Bank for Reconstruction and Development,0,1,commitments,outgoing,2422200
Direction-Générale Coopération au Développement et Aide humanitaire,10,,International Bank for Reconstruction and Development,0,1,spending,outgoing,2446000
Direction-Générale Coopération au Développement et Aide humanitaire,10,,International Federation of Red Cross and Red Crescent Societies,1,1,spending,outgoing,5721000
Direction-Générale Coopération au Développement et Aide humanitaire,10,,Maailman terveysjarjesto-assessed,0,1,commitments,outgoing,4725200
Direction-Générale Coopération au Développement et Aide humanitaire,10,,Maailman terveysjarjesto-assessed,0,1,spending,outgoing,4694800
Direction-Générale Coopération au Développement et Aide humanitaire,10,,OHCHR/Office of the High Commissioner for Human Rights,0,1,commitments,outgoing,1181800
Direction-Générale Coopération au Développement et Aide humanitaire,10,,OHCHR/Office of the High Commissioner for Human Rights,0,1,spending,outgoing,1216698
Direction-Générale Coopération au Développement et Aide humanitaire,10,,OXFAM-IN-BELGIUM (SOLIDARITÉ),1,1,commitments,outgoing,7144800
Direction-Générale Coopération au Développement et Aide humanitaire,10,,OXFAM-IN-BELGIUM (SOLIDARITÉ),1,1,spending,outgoing,7338000
Direction-Générale Coopération au Développement et Aide humanitaire,10,,PAM - Programme alimentaire mondial,1,0,commitments,outgoing,2931000
Direction-Générale Coopération au Développement et Aide humanitaire,10,,PAM - Programme alimentaire mondial,1,0,spending,outgoing,3039500
Direction-Générale Coopération au Développement et Aide humanitaire,10,,United Nations Office of Co-ordination of Humanitarian Affairs,1,0,commitments,outgoing,4689200
Direction-Générale Coopération au Développement et Aide humanitaire,10,,United Nations Office of Co-ordination of Humanitarian Affairs,1,0,spending,outgoing,4729600
Disability and Development Partners,21,,Nepal Disabled Human Rights Centre (DHRC-Nepal),0,0,spending,outgoing,89130
Disability and Development Partners,21,,Nepal Disabled Human Rights Centre (DHRC-Nepal),1,0,spending,outgoing,30478
Disability and Development Partners,21,MannionDanniels,,0,0,spending,incoming,55462
Disability and Development Partners,21,MannionDanniels,,1,0,spending,incoming,44475
Disabled People’s Organisations Denmark,22,,(unspecified org),0,1,spending,outgoing,40668
Disasters Emergency Committee,22,,(unspecified org),1,1,spending,outgoing,739509
Disasters Emergency Committee,22,,Action Against Hunger,1,1,spending,outgoing,739509
Disasters Emergency Committee,22,,ActionAid UK,1,1,spending,outgoing,1185192
Disasters Emergency Committee,22,,British Red Cross,1,1,spending,outgoing,3093461
Disasters Emergency Committee,22,,CAFOD,1,1,spending,outgoing,1025983
Disasters Emergency Committee,22,,CARE International UK,1,1,spending,outgoing,978924
Disasters Emergency Committee,22,,Christian Aid,1,1,spending,outgoing,1592495
Disasters Emergency Committee,22,,Concern Worldwide (UK),1,1,spending,outgoing,739509
Disasters Emergency Committee,22,,Islamic Relief Worldwide,1,1,spending,outgoing,934035
Disasters Emergency Committee,22,,Oxfam GB,1,1,spending,outgoing,4592305
Disasters Emergency Committee,22,,Plan International UK,1,1,spending,outgoing,1212750
Disasters Emergency Committee,22,,Save The Children UK,1,1,spending,outgoing,4930060
Disasters Emergency Committee,22,,World Vision United Kingdom,1,1,spending,outgoing,1340318
Disasters Emergency Committee,22,,tearfund,1,1,spending,outgoing,1546248
Disasters Emergency Committee,22,"Foreign, Commonwealth and Development Office",,1,1,spending,incoming,12887000
Dutch Employers Cooperation Programme DECP,22,,(unspecified org),1,1,spending,outgoing,581097
Dutch Employers Cooperation Programme DECP,22,Ministry of Foreign Affairs of the Netherlands,,1,1,commitments,incoming,607713
Dutch Employers Cooperation Programme DECP,22,Ministry of Foreign Affairs of the Netherlands,,1,1,spending,incoming,607713
EMMS International,21,,(unspecified org),0,0,spending,outgoing,4682
EMMS International,21,,"Duncan Hospital, Emmanuel Hospital Association",1,1,spending,outgoing,179884
EMMS International,21,,"Duncan Hospital, Emmanuel Hospital Assoiciation",1,1,spending,outgoing,35539
EMMS International,21,,Emmanuel Hospital Association,1,1,spending,outgoing,59984
EMMS International,21,,INF Nepal (International Nepal Fellowship),1,1,spending,outgoing,1654
EMMS International,21,,International Nepal Fellowship,1,1,spending,outgoing,20674
EMMS International,21,,Mulanje Mission Hospital,0,0,spending,outgoing,21282
EMMS International,21,,Mulanje Mission Hospital,1,1,spending,outgoing,17340
Ethiopian Public Health Association,15,Guttmacher Institute,,0,0,commitments,incoming,34630
Ethiopian Public Health Association,15,Guttmacher Institute,,0,0,spending,incoming,21987
European Bank for Reconstruction and Development,40,,AGENCY FOR FINANCE IN KOSOVO,0,0,commitments,outgoing,2251800
European Bank for Reconstruction and Development,40,,AGRICOVER CREDIT IFN SA,0,0,commitments,outgoing,5736516
European Bank for Reconstruction and Development,40,,AGRICOVER SA,0,0,commitments,outgoing,5862000
European Bank for Reconstruction and Development,40,,AK FINANSAL KIRALAMA AS,0,0,commitments,outgoing,47000000
European Bank for Reconstruction and Development,40,,AKBANK TAS,0,0,commitments,outgoing,72715266
European Bank for Reconstruction and Development,40,,ALEM GAMISI INDIVIDUAL ENTERPRISE,0,0,commitments,outgoing,1544033
European Bank for Reconstruction and Development,40,,ALTERNATIFBANK AS,0,0,commitments,outgoing,24937156
European Bank for Reconstruction and Development,40,,ALU MENZIKEN SRL,0,0,commitments,outgoing,5865000
European Bank for Reconstruction and Development,40,,ARNUR CREDIT MICROFINANCE ORGANIZATION LLP,0,0,commitments,outgoing,2024344
European Bank for Reconstruction and Development,40,,ARVAND BANK CJSC,0,0,commitments,outgoing,1507094
European Bank for Reconstruction and Development,40,,ASAKA JOINT-STOCK COMMERCIAL BANK,0,0,commitments,outgoing,20149120
European Bank for Reconstruction and Development,40,,ATLANTIC GRUPA DD,0,0,commitments,outgoing,4784251
European Bank for Reconstruction and Development,40,,AVRORA LLC,0,0,commitments,outgoing,14678750
European Bank for Reconstruction and Development,40,,BANCA INTESA AD BEOGRAD,0,0,commitments,outgoing,23236000
European Bank for Reconstruction and Development,40,,BANK OF GEORGIA JSC,0,0,commitments,outgoing,97192280
European Bank for Reconstruction and Development,40,,BANQUE CENTRALE POPULAIRE DU MAROC,0,0,commitments,outgoing,49520685
European Bank for Reconstruction and Development,40,,BANQUE MISR SAE,0,0,commitments,outgoing,100515530
European Bank for Reconstruction and Development,40,,BC PROCREDIT BANK SA,0,0,commitments,outgoing,6140000
European Bank for Reconstruction and Development,40,,BMCE BANK SA,0,0,commitments,outgoing,108740000
European Bank for Reconstruction and Development,40,,BORUSAN MAKINA KAZAKHSTAN LLP,0,0,commitments,outgoing,23938051
European Bank for Reconstruction and Development,40,,CAIRO AMMAN BANK,0,0,commitments,outgoing,31335691
European Bank for Reconstruction and Development,40,,CITY OF BUCHAREST,0,0,commitments,outgoing,121689420
European Bank for Reconstruction and Development,40,,CITY OF BUCHAREST,0,0,spending,outgoing,123222090
European Bank for Reconstruction and Development,40,,COMMERCIAL INTERNATIONAL BANK SAE,0,0,commitments,outgoing,95948191
European Bank for Reconstruction and Development,40,,COMPAGNIE INTERNATIONALE DE LEASING SA,0,0,commitments,outgoing,5866500
European Bank for Reconstruction and Development,40,,DAVR BANK PJSC,0,0,commitments,outgoing,2060926
European Bank for Reconstruction and Development,40,,DENIZBANK AS,0,0,commitments,outgoing,71507392
European Bank for Reconstruction and Development,40,,DONALAM SRL,0,0,commitments,outgoing,5909500
European Bank for Reconstruction and Development,40,,ELECTRIC NETWORKS OF ARMENIA CJSC,0,0,commitments,outgoing,23986320
European Bank for Reconstruction and Development,40,,ELEKTROPRIVREDA CRNE GORE AD NIKSIC,0,0,commitments,outgoing,58955000
European Bank for Reconstruction and Development,40,,ENZYM COMPANY PRJSC,0,0,commitments,outgoing,8506400
European Bank for Reconstruction and Development,40,,EUROBANK AD BEOGRAD,0,0,commitments,outgoing,43576000
European Bank for Reconstruction and Development,40,,GEORGIA HEALTHCARE GROUP JSC,0,0,commitments,outgoing,23122151
European Bank for Reconstruction and Development,40,,GLASS CONTAINER COMPANY SA,0,0,commitments,outgoing,1166000
European Bank for Reconstruction and Development,40,,HEALTH LINE JV LLC,0,0,commitments,outgoing,2924664
European Bank for Reconstruction and Development,40,,HIPOTEKARNA BANKA AD PODGORICA,0,0,commitments,outgoing,5661000
European Bank for Reconstruction and Development,40,,INTESA LEASING DOO,0,0,commitments,outgoing,11870000
European Bank for Reconstruction and Development,40,,INTESA SANPAOLO BANKA DD BOSNIA AND HERZEGOVINA,0,0,commitments,outgoing,23856500
European Bank for Reconstruction and Development,40,,IPAK YULI JOINT-STOCK INNOVATION COMMERCIAL BANK,0,0,commitments,outgoing,10118018
European Bank for Reconstruction and Development,40,,IPOTEKA-BANK JSCMB,0,0,commitments,outgoing,19978697
European Bank for Reconstruction and Development,40,,JORDAN DISTRICT ENERGY COMPANY,0,0,commitments,outgoing,2209694
European Bank for Reconstruction and Development,40,,KORMOTECH LLC,0,0,commitments,outgoing,4073267
European Bank for Reconstruction and Development,40,,KORPORACJA INWESTYCYJNA POLSKIEJ FARMACJI SP ZOO,0,1,commitments,outgoing,26733565
European Bank for Reconstruction and Development,40,,KOSOVO SOVEREIGN,0,0,commitments,outgoing,16616600
European Bank for Reconstruction and Development,40,,KOSOVO SOVEREIGN,0,0,spending,outgoing,363780
European Bank for Reconstruction and Development,40,,LAND'OR SA,0,0,commitments,outgoing,3613620
European Bank for Reconstruction and Development,40,,MEDUNARODNA ZRACNA LUKA ZAGREB DD,0,0,commitments,outgoing,12135000
European Bank for Reconstruction and Development,40,,MFO KMF LLC,0,0,commitments,outgoing,18319640
European Bank for Reconstruction and Development,40,,MIKROFIN DOO,0,0,commitments,outgoing,2830500
European Bank for Reconstruction and Development,40,,MIKROKREDITNA FINANSIJSKA INSTITUCIJA ALTER MODUS DOO,0,0,commitments,outgoing,2374800
European Bank for Reconstruction and Development,40,,MOLDOVA-AGROINDBANK SA,0,0,commitments,outgoing,8931000
European Bank for Reconstruction and Development,40,,MOTORACTIVE IFN SA,0,0,commitments,outgoing,5829000
European Bank for Reconstruction and Development,40,,NATIONAL BANK OF EGYPT,0,0,commitments,outgoing,95948191
European Bank for Reconstruction and Development,40,,NATIONAL BANK OF KUWAIT EGYPT SAE,0,0,commitments,outgoing,57885902
European Bank for Reconstruction and Development,40,,NATIONAL ELECTRIC POWER COMPANY,0,0,commitments,outgoing,103685399
European Bank for Reconstruction and Development,40,,NETLOG LOJISTIK HIZMETLERI AS,0,0,commitments,outgoing,27015000
European Bank for Reconstruction and Development,40,,NIBULON LTD,0,0,commitments,outgoing,26741170
European Bank for Reconstruction and Development,40,,NLB BANKA AD SKOPJE,0,0,commitments,outgoing,3550500
European Bank for Reconstruction and Development,40,,OFFICE NATIONAL DE L ELECTRICITE ET DE L EAU POTABLE,0,0,commitments,outgoing,58750000
European Bank for Reconstruction and Development,40,,OFFICE NATIONAL DE L ELECTRICITE ET DE L EAU POTABLE,0,0,spending,outgoing,59347700
European Bank for Reconstruction and Development,40,,OFFICE NATIONAL DES AEROPORTS,0,0,commitments,outgoing,176250000
European Bank for Reconstruction and Development,40,,OFFICE NATIONAL DES AEROPORTS,0,0,spending,outgoing,167587193
European Bank for Reconstruction and Development,40,,ORASCOM CONSTRUCTION COMPANY SAE,0,0,commitments,outgoing,25456947
European Bank for Reconstruction and Development,40,,PARFUM TRADE LLC,0,0,commitments,outgoing,9420800
European Bank for Reconstruction and Development,40,,PARTNER MIKROKREDITNA FONDACIJATUZLA,0,0,commitments,outgoing,2815000
European Bank for Reconstruction and Development,40,,PETROL DD,0,1,commitments,outgoing,28180000
European Bank for Reconstruction and Development,40,,PROCREDIT BANK AD,0,0,commitments,outgoing,17715000
