Month,Reporting org id,Reporting org name,Reporting org type,Sector,Recipient country,Humanitarian?,Strict?,Transaction type,Activity id,Net money,Total money
2021-03,nl-kvk-51756811,Solidaridad,21,Livestock,Ethiopia,0,0,spending,NL-KVK-51756811-ECA-PR-000597,0,75
2021-03,nl-kvk-51756811,Solidaridad,21,Livestock,Ethiopia,0,0,spending,NL-KVK-51756811-ECA-PR-000626,0,1518
2021-03,nl-kvk-51756811,Solidaridad,21,Livestock,Ethiopia,0,0,spending,NL-KVK-51756811-ECA-PR-000626,0,1926
2021-03,nl-kvk-51756811,Solidaridad,21,Livestock,Ethiopia,0,0,spending,NL-KVK-51756811-ECA-PR-000626,0,1953
2021-03,nl-kvk-51756811,Solidaridad,21,Livestock,Ethiopia,0,0,spending,NL-KVK-51756811-ECA-PR-000626,0,241
2021-03,nl-kvk-51756811,Solidaridad,21,Livestock,Ethiopia,0,0,spending,NL-KVK-51756811-ECA-PR-000626,0,742
2021-03,nl-kvk-51756811,Solidaridad,21,Livestock,Ethiopia,0,0,spending,NL-KVK-51756811-ECA-PR-000626,0,128
2021-03,nl-kvk-51756811,Solidaridad,21,Livestock,Ethiopia,0,0,spending,NL-KVK-51756811-ECA-PR-000626,0,27
2021-03,nl-kvk-51756811,Solidaridad,21,Livestock,Ethiopia,0,0,spending,NL-KVK-51756811-ECA-PR-000626,0,93
2021-03,nl-kvk-51756811,Solidaridad,21,Livestock,Ethiopia,0,0,spending,NL-KVK-51756811-ECA-PR-000626,0,944
2021-03,nl-kvk-51756811,Solidaridad,21,Livestock,Ethiopia,0,0,spending,NL-KVK-51756811-ECA-PR-000626,0,104
2021-03,nl-kvk-51756811,Solidaridad,21,Livestock,Ethiopia,0,0,spending,NL-KVK-51756811-ECA-PR-000626,0,2722
2021-03,nl-kvk-51756811,Solidaridad,21,Livestock,Ethiopia,0,0,spending,NL-KVK-51756811-ECA-PR-000626,0,299
2021-03,nl-kvk-51756811,Solidaridad,21,Livestock,Ethiopia,0,0,spending,NL-KVK-51756811-ECA-PR-000626,0,109
2021-03,nl-kvk-51756811,Solidaridad,21,Livestock,Ethiopia,0,0,spending,NL-KVK-51756811-ECA-PR-000626,0,1744
2021-03,nl-kvk-51756811,Solidaridad,21,Livestock,Ethiopia,0,0,spending,NL-KVK-51756811-ECA-PR-000626,0,261
2021-03,nl-kvk-51756811,Solidaridad,21,Livestock,Mozambique,0,0,spending,NL-KVK-51756811-SAF-PR-000696,0,6100
2021-03,nl-kvk-51756811,Solidaridad,21,Livestock,Paraguay,0,0,spending,NL-KVK-51756811-SAM-PR-002218,0,14
2021-03,nl-kvk-51756811,Solidaridad,21,Livestock,Paraguay,0,0,spending,NL-KVK-51756811-SAM-PR-002218,0,113
2021-03,nl-kvk-51756811,Solidaridad,21,Livestock,Paraguay,0,0,spending,NL-KVK-51756811-SAM-PR-002218,0,70
2021-03,nl-kvk-51756811,Solidaridad,21,Livestock,Paraguay,0,0,spending,NL-KVK-51756811-SAM-PR-002218,0,10
2021-03,nl-kvk-51756811,Solidaridad,21,Livestock,Paraguay,0,0,spending,NL-KVK-51756811-SAM-PR-002218,0,100
2021-03,nl-kvk-51756811,Solidaridad,21,Livestock,Paraguay,0,0,spending,NL-KVK-51756811-SAM-PR-002218,0,209
2021-03,nl-kvk-51756811,Solidaridad,21,Livestock,Paraguay,0,0,spending,NL-KVK-51756811-SAM-PR-002218,0,2
2021-03,nl-kvk-51756811,Solidaridad,21,Livestock,Paraguay,0,0,spending,NL-KVK-51756811-SAM-PR-002218,0,12
2021-03,nl-kvk-51756811,Solidaridad,21,Livestock,Paraguay,0,0,spending,NL-KVK-51756811-SAM-PR-002218,0,13
2021-03,nl-kvk-51756811,Solidaridad,21,Livestock,Paraguay,0,0,spending,NL-KVK-51756811-SAM-PR-002218,0,15
2021-03,nl-kvk-51756811,Solidaridad,21,Livestock,Paraguay,0,0,spending,NL-KVK-51756811-SAM-PR-002218,0,16
2021-03,nl-kvk-51756811,Solidaridad,21,Livestock,Paraguay,0,0,spending,NL-KVK-51756811-SAM-PR-002218,0,18
2021-03,nl-kvk-51756811,Solidaridad,21,Livestock,Paraguay,0,0,spending,NL-KVK-51756811-SAM-PR-002218,0,20
2021-03,nl-kvk-51756811,Solidaridad,21,Livestock,Paraguay,0,0,spending,NL-KVK-51756811-SAM-PR-002218,0,25
2021-03,nl-kvk-51756811,Solidaridad,21,Livestock,Paraguay,0,0,spending,NL-KVK-51756811-SAM-PR-002218,0,33
2021-03,nl-kvk-51756811,Solidaridad,21,Livestock,Paraguay,0,0,spending,NL-KVK-51756811-SAM-PR-002218,0,34
2021-03,nl-kvk-51756811,Solidaridad,21,Livestock,Paraguay,0,0,spending,NL-KVK-51756811-SAM-PR-002218,0,5
2021-03,nl-kvk-51756811,Solidaridad,21,Livestock,Paraguay,0,0,spending,NL-KVK-51756811-SAM-PR-002218,0,6
2021-03,nl-kvk-51756811,Solidaridad,21,Livestock,Paraguay,0,0,spending,NL-KVK-51756811-SAM-PR-002218,0,8
2021-03,nl-kvk-51756811,Solidaridad,21,Livestock,Paraguay,0,0,spending,NL-KVK-51756811-SAM-PR-002218,0,105
2021-03,nl-kvk-51756811,Solidaridad,21,Livestock,Paraguay,0,0,spending,NL-KVK-51756811-SAM-PR-002218,0,11
2021-03,nl-kvk-51756811,Solidaridad,21,Livestock,Zambia,0,0,spending,NL-KVK-51756811-SAF-PR-000697,0,6100
2021-03,us-gov-1,United States Agency for International Development (USAID),10,Agricultural policy and administrative management,Angola,0,0,spending,US-GOV-1-72065420CA00001,29112,29112
2021-03,us-gov-1,United States Agency for International Development (USAID),10,Food assistance,Nigeria,0,0,spending,US-GOV-1-72DFFP20IO00142,40843,40843
2021-03,us-gov-1,United States Agency for International Development (USAID),10,Food assistance,Sudan,0,0,commitments,US-GOV-1-7200AA21C00025,7000000,7000000
2021-03,us-gov-1,United States Agency for International Development (USAID),10,Food assistance,Sudan,0,0,commitments,US-GOV-1-720BHA21IO00049,75081089,75081089
2021-03,us-gov-1,United States Agency for International Development (USAID),10,Food assistance,Sudan,0,0,spending,US-GOV-1-7200AA21C00025,6195520,6195520
2021-04,dac-1601,Bill and Melinda Gates Foundation,60,Agricultural research,Developing countries (no country specified),0,0,commitments,DAC-1601-INV-029040,1443378,1443378
2021-04,dac-1601,Bill and Melinda Gates Foundation,60,Agricultural research,Developing countries (no country specified),0,0,spending,DAC-1601-INV-029040,764634,764634
2021-04,dac-1601,Bill and Melinda Gates Foundation,60,Livestock/veterinary services,Africa (no country specified),0,0,commitments,DAC-1601-INV-029761,1495215,1495215
2021-04,dac-1601,Bill and Melinda Gates Foundation,60,Livestock/veterinary services,Africa (no country specified),0,0,spending,DAC-1601-INV-029761,1495215,1495215
2021-04,de-1,Federal Ministry for Economic Cooperation and Development (BMZ),10,Rural development,Viet Nam,0,0,commitments,DE-1-202006005-5713,118037,118037
2021-04,nl-kvk-51756811,Solidaridad,21,Agricultural development,Egypt,0,0,spending,NL-KVK-51756811-SAF-PR-003196,-1979,-4859
2021-04,nl-kvk-51756811,Solidaridad,21,Agricultural development,Egypt,0,0,spending,NL-KVK-51756811-SAF-PR-003196,-1979,-4859
2021-04,nl-kvk-51756811,Solidaridad,21,Agricultural development,Egypt,0,0,spending,NL-KVK-51756811-SAF-PR-003196,-576,-1414
2021-04,nl-kvk-51756811,Solidaridad,21,Agricultural development,Egypt,0,0,spending,NL-KVK-51756811-SAF-PR-003196,-576,-1414
2021-04,nl-kvk-51756811,Solidaridad,21,Agricultural development,Egypt,0,0,spending,NL-KVK-51756811-SAF-PR-003196,-114,-280
2021-04,nl-kvk-51756811,Solidaridad,21,Agricultural development,Egypt,0,0,spending,NL-KVK-51756811-SAF-PR-003196,-114,-280
2021-04,nl-kvk-51756811,Solidaridad,21,Agricultural development,Egypt,0,0,spending,NL-KVK-51756811-SAF-PR-003196,114,280
2021-04,nl-kvk-51756811,Solidaridad,21,Agricultural development,Egypt,0,0,spending,NL-KVK-51756811-SAF-PR-003196,114,280
2021-04,nl-kvk-51756811,Solidaridad,21,Agricultural development,Egypt,0,0,spending,NL-KVK-51756811-SAF-PR-003196,576,1414
2021-04,nl-kvk-51756811,Solidaridad,21,Agricultural development,Egypt,0,0,spending,NL-KVK-51756811-SAF-PR-003196,576,1414
2021-04,nl-kvk-51756811,Solidaridad,21,Agricultural development,Egypt,0,0,spending,NL-KVK-51756811-SAF-PR-003196,1979,4859
2021-04,nl-kvk-51756811,Solidaridad,21,Agricultural development,Egypt,0,0,spending,NL-KVK-51756811-SAF-PR-003196,1979,4859
2021-04,nl-kvk-51756811,Solidaridad,21,Agricultural development,Egypt,0,0,spending,NL-KVK-51756811-SAF-PR-003196,1979,4859
2021-04,nl-kvk-51756811,Solidaridad,21,Agricultural development,Ghana,0,0,spending,NL-KVK-51756811-WAF-PR-000793,0,-1557
2021-04,nl-kvk-51756811,Solidaridad,21,Agricultural development,Ghana,0,0,spending,NL-KVK-51756811-WAF-PR-000793,0,1349
2021-04,nl-kvk-51756811,Solidaridad,21,Agricultural development,Ghana,0,0,spending,NL-KVK-51756811-WAF-PR-000793,0,1557
2021-04,nl-kvk-51756811,Solidaridad,21,Agricultural development,Ghana,0,0,spending,NL-KVK-51756811-WAF-PR-000793,0,5190
2021-04,nl-kvk-51756811,Solidaridad,21,Agricultural development,Ghana,0,0,spending,NL-KVK-51756811-WAF-PR-000793,0,1517
2021-04,nl-kvk-51756811,Solidaridad,21,Agricultural development,Ghana,0,0,spending,NL-KVK-51756811-WAF-PR-000793,0,1713
2021-04,nl-kvk-51756811,Solidaridad,21,Agricultural development,Ghana,0,0,spending,NL-KVK-51756811-WAF-PR-000793,0,426
2021-04,nl-kvk-51756811,Solidaridad,21,Agricultural development,Ghana,0,0,spending,NL-KVK-51756811-WAF-PR-000793,0,5259
2021-04,nl-kvk-51756811,Solidaridad,21,Agricultural development,Ghana,0,0,spending,NL-KVK-51756811-WAF-PR-000793,0,192
2021-04,nl-kvk-51756811,Solidaridad,21,Agricultural development,Ghana,0,0,spending,NL-KVK-51756811-WAF-PR-000793,0,215
2021-04,nl-kvk-51756811,Solidaridad,21,Agricultural development,Ghana,0,0,spending,NL-KVK-51756811-WAF-PR-000793,0,2455
2021-04,nl-kvk-51756811,Solidaridad,21,Agricultural development,Ghana,0,0,spending,NL-KVK-51756811-WAF-PR-000793,0,2455
2021-04,nl-kvk-51756811,Solidaridad,21,Agricultural development,Ghana,0,0,spending,NL-KVK-51756811-WAF-PR-000793,0,28
2021-04,nl-kvk-51756811,Solidaridad,21,Agricultural development,Ghana,0,0,spending,NL-KVK-51756811-WAF-PR-000793,0,-1667
2021-04,nl-kvk-51756811,Solidaridad,21,Agricultural development,Ghana,0,0,spending,NL-KVK-51756811-WAF-PR-000793,0,1667
2021-04,nl-kvk-51756811,Solidaridad,21,Agricultural development,Ghana,0,0,spending,NL-KVK-51756811-WAF-PR-000793,0,125
2021-04,nl-kvk-51756811,Solidaridad,21,Agricultural development,Ghana,0,0,spending,NL-KVK-51756811-WAF-PR-000793,0,3460
2021-04,nl-kvk-51756811,Solidaridad,21,Agricultural development,Ghana,0,0,spending,NL-KVK-51756811-WAF-PR-002942,0,-778
2021-04,nl-kvk-51756811,Solidaridad,21,Agricultural development,Ghana,0,0,spending,NL-KVK-51756811-WAF-PR-002942,0,778
2021-04,nl-kvk-51756811,Solidaridad,21,Agricultural development,Ghana,0,0,spending,NL-KVK-51756811-WAF-PR-002942,0,23
2021-04,nl-kvk-51756811,Solidaridad,21,Agricultural development,Ghana,0,0,spending,NL-KVK-51756811-WAF-PR-002942,0,61
2021-04,nl-kvk-51756811,Solidaridad,21,Agricultural development,Ghana,0,0,spending,NL-KVK-51756811-WAF-PR-002942,0,62
2021-04,nl-kvk-51756811,Solidaridad,21,Agricultural development,Ghana,0,0,spending,NL-KVK-51756811-WAF-PR-002942,0,8
2021-04,nl-kvk-51756811,Solidaridad,21,Agricultural development,Ghana,0,0,spending,NL-KVK-51756811-WAF-PR-002942,0,75
2021-04,nl-kvk-51756811,Solidaridad,21,Agricultural development,Ghana,0,0,spending,NL-KVK-51756811-WAF-PR-002942,0,1357
2021-04,nl-kvk-51756811,Solidaridad,21,Agricultural development,Guatemala,0,0,spending,NL-KVK-51756811-CAM-PR-001767,-980,-1224
2021-04,nl-kvk-51756811,Solidaridad,21,Agricultural development,Guatemala,0,0,spending,NL-KVK-51756811-CAM-PR-001767,-781,-975
2021-04,nl-kvk-51756811,Solidaridad,21,Agricultural development,Guatemala,0,0,spending,NL-KVK-51756811-CAM-PR-001767,-126,-158
2021-04,nl-kvk-51756811,Solidaridad,21,Agricultural development,Guatemala,0,0,spending,NL-KVK-51756811-CAM-PR-001767,-126,-158
2021-04,nl-kvk-51756811,Solidaridad,21,Agricultural development,Guatemala,0,0,spending,NL-KVK-51756811-CAM-PR-001767,-105,-132
2021-04,nl-kvk-51756811,Solidaridad,21,Agricultural development,Guatemala,0,0,spending,NL-KVK-51756811-CAM-PR-001767,-87,-109
2021-04,nl-kvk-51756811,Solidaridad,21,Agricultural development,Guatemala,0,0,spending,NL-KVK-51756811-CAM-PR-001767,-52,-65
2021-04,nl-kvk-51756811,Solidaridad,21,Agricultural development,Guatemala,0,0,spending,NL-KVK-51756811-CAM-PR-001767,-47,-59
2021-04,nl-kvk-51756811,Solidaridad,21,Agricultural development,Guatemala,0,0,spending,NL-KVK-51756811-CAM-PR-001767,-27,-34
2021-04,nl-kvk-51756811,Solidaridad,21,Agricultural development,Guatemala,0,0,spending,NL-KVK-51756811-CAM-PR-001767,-10,-13
2021-04,nl-kvk-51756811,Solidaridad,21,Agricultural development,Guatemala,0,0,spending,NL-KVK-51756811-CAM-PR-001767,-8,-10
2021-04,nl-kvk-51756811,Solidaridad,21,Agricultural development,Guatemala,0,0,spending,NL-KVK-51756811-CAM-PR-001767,-7,-8
2021-04,nl-kvk-51756811,Solidaridad,21,Agricultural development,Guatemala,0,0,spending,NL-KVK-51756811-CAM-PR-001767,-7,-8
2021-04,nl-kvk-51756811,Solidaridad,21,Agricultural development,Guatemala,0,0,spending,NL-KVK-51756811-CAM-PR-001767,-5,-6
2021-04,nl-kvk-51756811,Solidaridad,21,Agricultural development,Guatemala,0,0,spending,NL-KVK-51756811-CAM-PR-001767,-5,-6
2021-04,nl-kvk-51756811,Solidaridad,21,Agricultural development,Guatemala,0,0,spending,NL-KVK-51756811-CAM-PR-001767,-5,-6
2021-04,nl-kvk-51756811,Solidaridad,21,Agricultural development,Guatemala,0,0,spending,NL-KVK-51756811-CAM-PR-001767,-5,-6
2021-04,nl-kvk-51756811,Solidaridad,21,Agricultural development,Guatemala,0,0,spending,NL-KVK-51756811-CAM-PR-001767,-4,-5
2021-04,nl-kvk-51756811,Solidaridad,21,Agricultural development,Guatemala,0,0,spending,NL-KVK-51756811-CAM-PR-001767,2,2
2021-04,nl-kvk-51756811,Solidaridad,21,Agricultural development,Guatemala,0,0,spending,NL-KVK-51756811-CAM-PR-001767,3,4
2021-04,nl-kvk-51756811,Solidaridad,21,Agricultural development,Guatemala,0,0,spending,NL-KVK-51756811-CAM-PR-001767,4,5
2021-04,nl-kvk-51756811,Solidaridad,21,Agricultural development,Guatemala,0,0,spending,NL-KVK-51756811-CAM-PR-001767,4,5
2021-04,nl-kvk-51756811,Solidaridad,21,Agricultural development,Guatemala,0,0,spending,NL-KVK-51756811-CAM-PR-001767,5,6
2021-04,nl-kvk-51756811,Solidaridad,21,Agricultural development,Guatemala,0,0,spending,NL-KVK-51756811-CAM-PR-001767,5,6
2021-04,nl-kvk-51756811,Solidaridad,21,Agricultural development,Guatemala,0,0,spending,NL-KVK-51756811-CAM-PR-001767,5,6
2021-04,nl-kvk-51756811,Solidaridad,21,Agricultural development,Guatemala,0,0,spending,NL-KVK-51756811-CAM-PR-001767,5,6
2021-04,nl-kvk-51756811,Solidaridad,21,Agricultural development,Guatemala,0,0,spending,NL-KVK-51756811-CAM-PR-001767,5,6
2021-04,nl-kvk-51756811,Solidaridad,21,Agricultural development,Guatemala,0,0,spending,NL-KVK-51756811-CAM-PR-001767,5,6
2021-04,nl-kvk-51756811,Solidaridad,21,Agricultural development,Guatemala,0,0,spending,NL-KVK-51756811-CAM-PR-001767,5,6
2021-04,nl-kvk-51756811,Solidaridad,21,Agricultural development,Guatemala,0,0,spending,NL-KVK-51756811-CAM-PR-001767,5,6
2021-04,nl-kvk-51756811,Solidaridad,21,Agricultural development,Guatemala,0,0,spending,NL-KVK-51756811-CAM-PR-001767,7,8
2021-04,nl-kvk-51756811,Solidaridad,21,Agricultural development,Guatemala,0,0,spending,NL-KVK-51756811-CAM-PR-001767,7,8
2021-04,nl-kvk-51756811,Solidaridad,21,Agricultural development,Guatemala,0,0,spending,NL-KVK-51756811-CAM-PR-001767,7,8
2021-04,nl-kvk-51756811,Solidaridad,21,Agricultural development,Guatemala,0,0,spending,NL-KVK-51756811-CAM-PR-001767,7,8
2021-04,nl-kvk-51756811,Solidaridad,21,Agricultural development,Guatemala,0,0,spending,NL-KVK-51756811-CAM-PR-001767,8,10
2021-04,nl-kvk-51756811,Solidaridad,21,Agricultural development,Guatemala,0,0,spending,NL-KVK-51756811-CAM-PR-001767,8,10
2021-04,nl-kvk-51756811,Solidaridad,21,Agricultural development,Guatemala,0,0,spending,NL-KVK-51756811-CAM-PR-001767,10,13
2021-04,nl-kvk-51756811,Solidaridad,21,Agricultural development,Guatemala,0,0,spending,NL-KVK-51756811-CAM-PR-001767,10,13
2021-04,nl-kvk-51756811,Solidaridad,21,Agricultural development,Guatemala,0,0,spending,NL-KVK-51756811-CAM-PR-001767,27,34
2021-04,nl-kvk-51756811,Solidaridad,21,Agricultural development,Guatemala,0,0,spending,NL-KVK-51756811-CAM-PR-001767,27,34
2021-04,nl-kvk-51756811,Solidaridad,21,Agricultural development,Guatemala,0,0,spending,NL-KVK-51756811-CAM-PR-001767,32,40
2021-04,nl-kvk-51756811,Solidaridad,21,Agricultural development,Guatemala,0,0,spending,NL-KVK-51756811-CAM-PR-001767,40,50
2021-04,nl-kvk-51756811,Solidaridad,21,Agricultural development,Guatemala,0,0,spending,NL-KVK-51756811-CAM-PR-001767,47,59
2021-04,nl-kvk-51756811,Solidaridad,21,Agricultural development,Guatemala,0,0,spending,NL-KVK-51756811-CAM-PR-001767,47,59
2021-04,nl-kvk-51756811,Solidaridad,21,Agricultural development,Guatemala,0,0,spending,NL-KVK-51756811-CAM-PR-001767,52,65
2021-04,nl-kvk-51756811,Solidaridad,21,Agricultural development,Guatemala,0,0,spending,NL-KVK-51756811-CAM-PR-001767,52,65
2021-04,nl-kvk-51756811,Solidaridad,21,Agricultural development,Guatemala,0,0,spending,NL-KVK-51756811-CAM-PR-001767,71,88
2021-04,nl-kvk-51756811,Solidaridad,21,Agricultural development,Guatemala,0,0,spending,NL-KVK-51756811-CAM-PR-001767,80,100
2021-04,nl-kvk-51756811,Solidaridad,21,Agricultural development,Guatemala,0,0,spending,NL-KVK-51756811-CAM-PR-001767,87,109
2021-04,nl-kvk-51756811,Solidaridad,21,Agricultural development,Guatemala,0,0,spending,NL-KVK-51756811-CAM-PR-001767,87,109
2021-04,nl-kvk-51756811,Solidaridad,21,Agricultural development,Guatemala,0,0,spending,NL-KVK-51756811-CAM-PR-001767,105,132
2021-04,nl-kvk-51756811,Solidaridad,21,Agricultural development,Guatemala,0,0,spending,NL-KVK-51756811-CAM-PR-001767,105,132
2021-04,nl-kvk-51756811,Solidaridad,21,Agricultural development,Guatemala,0,0,spending,NL-KVK-51756811-CAM-PR-001767,126,158
2021-04,nl-kvk-51756811,Solidaridad,21,Agricultural development,Guatemala,0,0,spending,NL-KVK-51756811-CAM-PR-001767,126,158
2021-04,nl-kvk-51756811,Solidaridad,21,Agricultural development,Guatemala,0,0,spending,NL-KVK-51756811-CAM-PR-001767,133,166
2021-04,nl-kvk-51756811,Solidaridad,21,Agricultural development,Guatemala,0,0,spending,NL-KVK-51756811-CAM-PR-001767,134,167
2021-04,nl-kvk-51756811,Solidaridad,21,Agricultural development,Guatemala,0,0,spending,NL-KVK-51756811-CAM-PR-001767,199,249
2021-04,nl-kvk-51756811,Solidaridad,21,Agricultural development,Guatemala,0,0,spending,NL-KVK-51756811-CAM-PR-001767,223,279
2021-04,nl-kvk-51756811,Solidaridad,21,Agricultural development,Guatemala,0,0,spending,NL-KVK-51756811-CAM-PR-001767,339,423
2021-04,nl-kvk-51756811,Solidaridad,21,Agricultural development,Guatemala,0,0,spending,NL-KVK-51756811-CAM-PR-001767,781,975
2021-04,nl-kvk-51756811,Solidaridad,21,Agricultural development,Guatemala,0,0,spending,NL-KVK-51756811-CAM-PR-001767,980,1224
2021-04,nl-kvk-51756811,Solidaridad,21,Agricultural development,Guatemala,0,0,spending,NL-KVK-51756811-CAM-PR-001767,2165,2705
2021-04,nl-kvk-51756811,Solidaridad,21,Agricultural development,Guatemala,0,0,spending,NL-KVK-51756811-CAM-PR-001767,2395,2992
2021-04,nl-kvk-51756811,Solidaridad,21,Agricultural development,Guatemala,0,0,spending,NL-KVK-51756811-CAM-PR-001767,3822,4775
2021-04,nl-kvk-51756811,Solidaridad,21,Agricultural development,Honduras,0,0,spending,NL-KVK-51756811-CAM-PR-002140,0,12
2021-04,nl-kvk-51756811,Solidaridad,21,Agricultural development,Honduras,0,0,spending,NL-KVK-51756811-CAM-PR-002140,0,12
2021-04,nl-kvk-51756811,Solidaridad,21,Agricultural development,Honduras,0,0,spending,NL-KVK-51756811-CAM-PR-002140,0,130
2021-04,nl-kvk-51756811,Solidaridad,21,Agricultural development,Honduras,0,0,spending,NL-KVK-51756811-CAM-PR-002140,0,143
2021-04,nl-kvk-51756811,Solidaridad,21,Agricultural development,Honduras,0,0,spending,NL-KVK-51756811-CAM-PR-002140,0,15
2021-04,nl-kvk-51756811,Solidaridad,21,Agricultural development,Honduras,0,0,spending,NL-KVK-51756811-CAM-PR-002140,0,15
2021-04,nl-kvk-51756811,Solidaridad,21,Agricultural development,Honduras,0,0,spending,NL-KVK-51756811-CAM-PR-002140,0,147
2021-04,nl-kvk-51756811,Solidaridad,21,Agricultural development,Honduras,0,0,spending,NL-KVK-51756811-CAM-PR-002140,0,17
2021-04,nl-kvk-51756811,Solidaridad,21,Agricultural development,Honduras,0,0,spending,NL-KVK-51756811-CAM-PR-002140,0,216
2021-04,nl-kvk-51756811,Solidaridad,21,Agricultural development,Honduras,0,0,spending,NL-KVK-51756811-CAM-PR-002140,0,23
2021-04,nl-kvk-51756811,Solidaridad,21,Agricultural development,Honduras,0,0,spending,NL-KVK-51756811-CAM-PR-002140,0,24
2021-04,nl-kvk-51756811,Solidaridad,21,Agricultural development,Honduras,0,0,spending,NL-KVK-51756811-CAM-PR-002140,0,3
2021-04,nl-kvk-51756811,Solidaridad,21,Agricultural development,Honduras,0,0,spending,NL-KVK-51756811-CAM-PR-002140,0,3
2021-04,nl-kvk-51756811,Solidaridad,21,Agricultural development,Honduras,0,0,spending,NL-KVK-51756811-CAM-PR-002140,0,26
2021-04,nl-kvk-51756811,Solidaridad,21,Agricultural development,Honduras,0,0,spending,NL-KVK-51756811-CAM-PR-002140,0,29
2021-04,nl-kvk-51756811,Solidaridad,21,Agricultural development,Honduras,0,0,spending,NL-KVK-51756811-CAM-PR-002140,0,31
2021-04,nl-kvk-51756811,Solidaridad,21,Agricultural development,Honduras,0,0,spending,NL-KVK-51756811-CAM-PR-002140,0,32
2021-04,nl-kvk-51756811,Solidaridad,21,Agricultural development,Honduras,0,0,spending,NL-KVK-51756811-CAM-PR-002140,0,35
2021-04,nl-kvk-51756811,Solidaridad,21,Agricultural development,Honduras,0,0,spending,NL-KVK-51756811-CAM-PR-002140,0,35
2021-04,nl-kvk-51756811,Solidaridad,21,Agricultural development,Honduras,0,0,spending,NL-KVK-51756811-CAM-PR-002140,0,4
2021-04,nl-kvk-51756811,Solidaridad,21,Agricultural development,Honduras,0,0,spending,NL-KVK-51756811-CAM-PR-002140,0,4
2021-04,nl-kvk-51756811,Solidaridad,21,Agricultural development,Honduras,0,0,spending,NL-KVK-51756811-CAM-PR-002140,0,41
2021-04,nl-kvk-51756811,Solidaridad,21,Agricultural development,Honduras,0,0,spending,NL-KVK-51756811-CAM-PR-002140,0,41
2021-04,nl-kvk-51756811,Solidaridad,21,Agricultural development,Honduras,0,0,spending,NL-KVK-51756811-CAM-PR-002140,0,44
2021-04,nl-kvk-51756811,Solidaridad,21,Agricultural development,Honduras,0,0,spending,NL-KVK-51756811-CAM-PR-002140,0,5
2021-04,nl-kvk-51756811,Solidaridad,21,Agricultural development,Honduras,0,0,spending,NL-KVK-51756811-CAM-PR-002140,0,71
2021-04,nl-kvk-51756811,Solidaridad,21,Agricultural development,Honduras,0,0,spending,NL-KVK-51756811-CAM-PR-002140,0,7
2021-04,nl-kvk-51756811,Solidaridad,21,Agricultural development,Honduras,0,0,spending,NL-KVK-51756811-CAM-PR-002140,0,8
2021-04,nl-kvk-51756811,Solidaridad,21,Agricultural development,Honduras,0,0,spending,NL-KVK-51756811-CAM-PR-002140,0,768
2021-04,nl-kvk-51756811,Solidaridad,21,Agricultural development,Honduras,0,0,spending,NL-KVK-51756811-CAM-PR-002140,0,96
2021-04,nl-kvk-51756811,Solidaridad,21,Agricultural development,Honduras,0,0,spending,NL-KVK-51756811-CAM-PR-002140,0,10
2021-04,nl-kvk-51756811,Solidaridad,21,Agricultural development,Honduras,0,0,spending,NL-KVK-51756811-CAM-PR-002140,0,11
2021-04,nl-kvk-51756811,Solidaridad,21,Agricultural development,Honduras,0,0,spending,NL-KVK-51756811-CAM-PR-002140,0,11
2021-04,nl-kvk-51756811,Solidaridad,21,Agricultural development,Honduras,0,0,spending,NL-KVK-51756811-CAM-PR-002140,0,100
2021-04,nl-kvk-51756811,Solidaridad,21,Agricultural development,Honduras,0,0,spending,NL-KVK-51756811-CAM-PR-002140,0,107
2021-04,nl-kvk-51756811,Solidaridad,21,Agricultural development,Honduras,0,0,spending,NL-KVK-51756811-CAM-PR-002140,0,1270
2021-04,nl-kvk-51756811,Solidaridad,21,Agricultural development,Honduras,0,0,spending,NL-KVK-51756811-CAM-PR-002140,0,1991
2021-04,nl-kvk-51756811,Solidaridad,21,Agricultural development,Honduras,0,0,spending,NL-KVK-51756811-CAM-PR-002140,0,269
2021-04,nl-kvk-51756811,Solidaridad,21,Agricultural development,Honduras,0,0,spending,NL-KVK-51756811-CAM-PR-002140,0,328
2021-04,nl-kvk-51756811,Solidaridad,21,Agricultural development,Honduras,0,0,spending,NL-KVK-51756811-CAM-PR-002140,0,336
2021-04,nl-kvk-51756811,Solidaridad,21,Agricultural development,Honduras,0,0,spending,NL-KVK-51756811-CAM-PR-002140,0,432
2021-04,nl-kvk-51756811,Solidaridad,21,Agricultural development,Honduras,0,0,spending,NL-KVK-51756811-CAM-PR-002140,0,514
2021-04,nl-kvk-51756811,Solidaridad,21,Agricultural development,Honduras,0,0,spending,NL-KVK-51756811-CAM-PR-002140,0,86
2021-04,nl-kvk-51756811,Solidaridad,21,Agricultural development,Honduras,0,0,spending,NL-KVK-51756811-CAM-PR-002140,0,1053
2021-04,nl-kvk-51756811,Solidaridad,21,Agricultural development,Honduras,0,0,spending,NL-KVK-51756811-CAM-PR-002147,0,1270
2021-04,nl-kvk-51756811,Solidaridad,21,Agricultural development,Honduras,0,0,spending,NL-KVK-51756811-CAM-PR-002147,0,2531
2021-04,nl-kvk-51756811,Solidaridad,21,Agricultural development,Honduras,0,0,spending,NL-KVK-51756811-CAM-PR-002147,0,328
2021-04,nl-kvk-51756811,Solidaridad,21,Agricultural development,Honduras,0,0,spending,NL-KVK-51756811-CAM-PR-002147,0,336
